SLAM_X,SLAM_Y,SLAM_Z,GPS_X,GPS_Y,GPS_Z
1.36,0.98,-8.36,-0.04,6.26,-11.14
1.32,1.00,-8.35,-0.13,6.50,-11.18
1.36,1.01,-8.35,-0.13,6.50,-11.18
1.36,1.02,-8.35,-0.13,6.51,-11.18
1.35,1.04,-8.34,-0.13,6.51,-11.18
1.35,1.04,-8.33,-0.14,6.51,-11.18
1.37,1.05,-8.34,-0.14,6.51,-11.18
1.38,1.03,-8.31,-0.14,6.52,-11.18
1.39,1.04,-8.31,-0.18,6.61,-11.23
1.37,1.06,-8.29,-0.17,6.61,-11.22
1.35,1.04,-8.27,-0.17,6.61,-11.22
1.40,1.04,-8.26,-0.17,6.61,-11.22
1.37,1.07,-8.24,-0.17,6.61,-11.22
1.37,1.09,-8.23,-0.17,6.61,-11.22
1.37,1.08,-8.22,-0.17,6.61,-11.22
1.40,1.11,-8.21,-0.17,6.63,-11.19
1.39,1.14,-8.20,-0.17,6.63,-11.19
1.41,1.16,-8.19,-0.17,6.63,-11.19
1.42,1.15,-8.19,-0.17,6.63,-11.19
1.42,1.18,-8.19,-0.17,6.63,-11.19
1.40,1.16,-8.18,-0.17,6.64,-11.19
1.39,1.17,-8.18,-0.17,6.64,-11.18
1.43,1.19,-8.18,-0.19,6.71,-11.16
1.41,1.17,-8.16,-0.19,6.71,-11.16
1.44,1.16,-8.17,-0.19,6.71,-11.17
1.42,1.15,-8.16,-0.19,6.71,-11.17
1.45,1.12,-8.16,-0.19,6.72,-11.17
1.45,1.12,-8.15,-0.19,6.72,-11.17
1.46,1.10,-8.15,-0.19,6.72,-11.17
1.46,1.08,-8.13,-0.17,6.70,-11.16
1.46,1.05,-8.12,-0.17,6.70,-11.16
1.45,1.02,-8.11,-0.17,6.70,-11.16
1.46,1.02,-8.10,-0.17,6.70,-11.15
1.47,1.02,-8.08,-0.17,6.69,-11.15
1.47,1.02,-8.05,-0.17,6.69,-11.15
1.47,1.02,-8.03,-0.09,6.61,-11.11
1.47,1.03,-8.00,-0.09,6.61,-11.11
1.47,1.04,-7.96,-0.09,6.61,-11.11
1.47,1.04,-7.95,-0.09,6.61,-11.11
1.45,1.05,-7.93,-0.09,6.61,-11.11
1.45,1.05,-7.88,-0.09,6.61,-11.11
1.46,1.05,-7.84,-0.09,6.61,-11.11
1.43,1.00,-7.80,-0.09,6.65,-11.01
1.40,1.05,-7.77,-0.09,6.65,-11.00
1.40,1.04,-7.72,-0.09,6.65,-11.00
1.40,1.03,-7.68,-0.10,6.65,-11.00
1.41,1.03,-7.64,-0.10,6.65,-11.00
1.40,1.01,-7.60,-0.10,6.65,-10.99
1.42,0.99,-7.55,-0.10,6.65,-10.99
1.41,0.98,-7.52,-0.12,6.64,-10.79
1.39,0.98,-7.47,-0.12,6.64,-10.78
1.39,0.95,-7.44,-0.12,6.64,-10.78
1.40,0.94,-7.39,-0.12,6.64,-10.78
1.40,0.92,-7.34,-0.12,6.64,-10.78
1.39,0.90,-7.29,-0.12,6.64,-10.77
1.38,0.90,-7.25,-0.12,6.64,-10.77
1.37,0.88,-7.19,-0.08,6.59,-10.54
1.36,0.88,-7.15,-0.08,6.59,-10.53
1.34,0.85,-7.10,-0.08,6.59,-10.53
1.31,0.83,-7.06,-0.08,6.59,-10.52
1.33,0.81,-7.02,-0.08,6.59,-10.52
1.32,0.76,-6.98,-0.08,6.59,-10.51
1.31,0.71,-6.93,-0.08,6.58,-10.51
1.28,0.69,-6.89,-0.06,6.48,-10.26
1.25,0.64,-6.85,-0.06,6.47,-10.25
1.21,0.61,-6.81,-0.06,6.47,-10.25
1.16,0.54,-6.72,-0.06,6.47,-10.24
1.11,0.50,-6.66,-0.06,6.46,-10.24
1.04,0.46,-6.60,-0.06,6.46,-10.24
1.02,0.43,-6.56,-0.06,6.46,-10.24
0.96,0.40,-6.49,-0.10,6.20,-10.00
0.92,0.34,-6.42,-0.10,6.20,-9.99
0.88,0.31,-6.37,-0.11,6.19,-9.99
0.83,0.27,-6.32,-0.11,6.19,-9.98
0.79,0.23,-6.25,-0.11,6.19,-9.98
0.75,0.19,-6.19,-0.11,6.18,-9.98
0.70,0.16,-6.13,-0.11,6.18,-9.97
0.66,0.12,-6.08,-0.25,5.93,-9.63
0.61,0.11,-6.03,-0.25,5.93,-9.63
0.56,0.09,-5.98,-0.25,5.92,-9.62
0.51,0.06,-5.92,-0.25,5.92,-9.62
0.46,0.07,-5.87,-0.26,5.92,-9.61
0.42,0.07,-5.81,-0.26,5.91,-9.61
0.38,0.08,-5.77,-0.36,5.69,-9.18
0.35,0.07,-5.71,-0.36,5.69,-9.17
0.32,0.07,-5.66,-0.36,5.69,-9.16
0.28,0.07,-5.59,-0.37,5.68,-9.16
0.28,0.06,-5.52,-0.37,5.68,-9.15
0.27,0.06,-5.46,-0.37,5.68,-9.14
0.27,0.05,-5.40,-0.37,5.68,-9.14
0.26,0.05,-5.33,-0.53,5.63,-8.86
0.23,0.05,-5.23,-0.53,5.63,-8.86
0.23,0.03,-5.14,-0.53,5.63,-8.85
0.22,0.03,-5.04,-0.53,5.63,-8.85
0.20,0.03,-4.95,-0.54,5.62,-8.84
0.20,0.02,-4.86,-0.54,5.62,-8.84
0.21,0.01,-4.74,-0.54,5.62,-8.83
0.18,0.01,-4.65,-0.53,5.61,-8.40
0.19,0.00,-4.55,-0.53,5.61,-8.39
0.20,0.01,-4.45,-0.53,5.61,-8.38
0.20,-0.01,-4.35,-0.53,5.61,-8.37
0.20,-0.03,-4.28,-0.53,5.61,-8.36
0.22,-0.03,-4.20,-0.53,5.61,-8.36
0.23,-0.04,-4.11,-0.53,5.61,-8.35
0.24,-0.04,-4.04,-0.54,5.63,-7.83
0.24,-0.05,-3.97,-0.54,5.63,-7.82
0.25,-0.05,-3.90,-0.54,5.63,-7.81
0.25,-0.05,-3.84,-0.54,5.63,-7.81
0.24,-0.05,-3.75,-0.54,5.63,-7.80
0.21,-0.04,-3.64,-0.54,5.63,-7.79
0.21,-0.02,-3.55,-0.54,5.63,-7.79
0.21,-0.01,-3.46,-0.42,5.61,-7.35
0.19,-0.01,-3.38,-0.42,5.61,-7.34
0.19,-0.02,-3.31,-0.42,5.61,-7.34
0.19,-0.00,-3.24,-0.41,5.61,-7.33
0.18,0.01,-3.18,-0.41,5.61,-7.33
0.19,0.00,-3.11,-0.41,5.61,-7.32
0.18,-0.00,-3.08,-0.41,5.61,-7.32
0.17,0.01,-2.93,-0.43,5.66,-6.82
0.16,0.01,-2.86,-0.43,5.66,-6.81
0.14,0.01,-2.79,-0.43,5.66,-6.81
0.13,-0.01,-2.73,-0.43,5.66,-6.80
0.10,-0.01,-2.67,-0.43,5.66,-6.80
0.10,-0.01,-2.61,-0.43,5.66,-6.79
0.08,-0.02,-2.53,-0.43,5.66,-6.78
0.08,-0.03,-2.48,-0.45,5.66,-6.37
0.07,-0.02,-2.41,-0.45,5.65,-6.36
0.06,-0.03,-2.35,-0.46,5.65,-6.36
0.04,-0.03,-2.29,-0.46,5.65,-6.35
0.03,-0.02,-2.22,-0.46,5.65,-6.35
0.01,-0.03,-2.15,-0.46,5.65,-6.35
0.00,-0.02,-2.09,-0.46,5.65,-6.34
-0.00,-0.03,-2.04,-0.45,5.59,-5.94
-0.02,-0.04,-1.99,-0.46,5.59,-5.93
-0.01,-0.05,-1.94,-0.46,5.59,-5.93
-0.06,-0.05,-1.86,-0.46,5.59,-5.92
-0.07,-0.06,-1.77,-0.46,5.59,-5.91
-0.09,-0.07,-1.71,-0.46,5.59,-5.91
-0.11,-0.07,-1.62,-0.46,5.59,-5.90
-0.11,-0.08,-1.57,-0.50,5.59,-5.60
-0.13,-0.09,-1.51,-0.51,5.59,-5.60
-0.14,-0.09,-1.44,-0.51,5.59,-5.59
-0.15,-0.10,-1.38,-0.51,5.58,-5.58
-0.17,-0.11,-1.33,-0.51,5.58,-5.58
-0.17,-0.12,-1.29,-0.52,5.58,-5.57
-0.18,-0.13,-1.26,-0.52,5.58,-5.56
-0.20,-0.15,-1.20,-0.54,5.54,-5.15
-0.22,-0.16,-1.18,-0.54,5.54,-5.14
-0.23,-0.17,-1.16,-0.55,5.54,-5.13
-0.23,-0.18,-1.12,-0.55,5.54,-5.12
-0.24,-0.18,-1.11,-0.55,5.54,-5.12
-0.25,-0.19,-1.07,-0.55,5.54,-5.11
-0.27,-0.19,-1.03,-0.55,5.54,-5.11
-0.27,-0.19,-0.97,-0.59,5.48,-4.92
-0.29,-0.19,-0.88,-0.59,5.48,-4.92
-0.30,-0.19,-0.84,-0.59,5.48,-4.92
-0.30,-0.18,-0.80,-0.59,5.48,-4.91
-0.31,-0.18,-0.75,-0.59,5.48,-4.91
-0.31,-0.17,-0.71,-0.59,5.48,-4.91
-0.32,-0.17,-0.66,-0.59,5.48,-4.91
-0.32,-0.16,-0.62,-0.61,5.46,-4.66
-0.33,-0.16,-0.59,-0.61,5.46,-4.65
-0.32,-0.14,-0.55,-0.61,5.46,-4.65
-0.33,-0.13,-0.51,-0.62,5.46,-4.65
-0.33,-0.13,-0.49,-0.62,5.46,-4.64
-0.33,-0.12,-0.44,-0.62,5.46,-4.64
-0.33,-0.11,-0.42,-0.63,5.50,-4.37
-0.34,-0.10,-0.38,-0.63,5.50,-4.36
-0.34,-0.09,-0.35,-0.63,5.50,-4.36
-0.34,-0.08,-0.33,-0.63,5.50,-4.36
-0.34,-0.08,-0.31,-0.63,5.50,-4.35
-0.35,-0.07,-0.28,-0.63,5.50,-4.35
-0.35,-0.07,-0.26,-0.63,5.50,-4.35
-0.35,-0.07,-0.23,-0.64,5.55,-4.13
-0.36,-0.06,-0.21,-0.64,5.55,-4.12
-0.36,-0.06,-0.18,-0.64,5.55,-4.12
-0.37,-0.06,-0.15,-0.64,5.55,-4.12
-0.37,-0.05,-0.12,-0.64,5.55,-4.11
-0.38,-0.05,-0.10,-0.64,5.55,-4.11
0.30,-0.03,-5.21,3.45,5.73,-4.62
0.33,-0.03,-5.32,3.45,5.73,-4.64
0.30,-0.03,-5.43,3.45,5.73,-4.65
0.31,-0.03,-5.54,3.45,5.73,-4.66
0.29,-0.02,-5.64,3.46,5.73,-4.67
0.31,-0.02,-5.80,3.46,5.73,-4.68
0.32,-0.02,-5.93,3.46,5.73,-4.69
0.32,-0.04,-6.02,3.46,5.73,-4.70
0.33,-0.01,-6.12,3.46,5.73,-4.71
0.36,-0.03,-6.20,3.46,5.73,-4.72
0.37,-0.03,-6.31,3.44,5.70,-8.31
0.38,-0.02,-6.37,3.44,5.70,-8.32
0.40,-0.01,-6.51,3.44,5.70,-8.33
0.40,-0.00,-6.60,3.44,5.70,-8.33
0.43,0.01,-6.69,3.44,5.70,-8.34
0.43,-0.00,-6.78,3.44,5.70,-8.35
0.44,-0.01,-6.85,3.43,5.70,-8.98
0.46,-0.01,-6.94,3.43,5.70,-8.99
0.48,-0.03,-7.03,3.43,5.70,-9.00
0.47,-0.03,-7.10,3.43,5.70,-9.00
0.51,-0.01,-7.14,3.43,5.70,-9.01
0.50,-0.06,-7.19,3.43,5.70,-9.02
0.55,0.02,-7.32,3.43,5.70,-9.03
0.57,0.02,-7.37,3.43,5.65,-9.48
0.59,0.02,-7.39,3.43,5.65,-9.49
0.58,0.05,-7.42,3.43,5.65,-9.49
0.58,0.05,-7.43,3.44,5.65,-9.50
0.54,0.04,-7.45,3.44,5.65,-9.50
0.60,0.06,-7.44,3.44,5.65,-9.51
0.61,0.07,-7.44,3.44,5.65,-9.52
0.58,0.07,-7.44,3.54,5.69,-9.79
0.60,0.06,-7.44,3.54,5.70,-9.79
0.58,0.06,-7.43,3.54,5.70,-9.80
0.56,0.05,-7.43,3.54,5.70,-9.80
0.57,0.03,-7.42,3.54,5.70,-9.80
0.58,0.06,-7.41,3.54,5.70,-9.80
0.58,0.08,-7.39,3.54,5.70,-9.80
0.56,0.06,-7.37,3.56,5.70,-9.86
0.56,0.08,-7.35,3.56,5.70,-9.86
0.53,0.07,-7.33,3.56,5.70,-9.86
0.51,0.07,-7.33,3.56,5.70,-9.86
0.49,0.06,-7.31,3.56,5.70,-9.87
-0.00,0.02,-0.10,0.15,0.11,-0.51
0.01,0.05,-0.26,0.15,0.11,-0.51
-0.01,0.08,-0.34,0.15,0.11,-0.51
0.01,0.09,-0.44,0.15,0.11,-0.51
0.00,0.11,-0.52,0.15,0.11,-0.51
-0.02,0.13,-0.58,0.15,0.11,-0.51
-0.02,0.14,-0.69,0.15,0.11,-0.51
0.06,0.13,-0.76,0.15,0.11,-0.51
0.07,0.14,-0.81,0.15,0.11,-0.51
0.07,0.18,-1.00,0.15,0.11,-0.51
0.08,0.18,-1.14,0.52,0.19,-4.07
0.09,0.20,-1.27,0.52,0.20,-4.08
0.10,0.20,-1.35,0.52,0.20,-4.09
0.08,0.19,-1.45,0.52,0.20,-4.10
0.08,0.17,-1.53,0.52,0.20,-4.11
0.09,0.15,-1.64,0.52,0.20,-4.12
0.10,0.13,-1.74,0.51,0.24,-4.66
0.12,0.10,-1.88,0.51,0.24,-4.68
0.14,0.07,-1.98,0.50,0.24,-4.68
0.13,0.06,-2.09,0.50,0.24,-4.69
0.09,0.00,-2.20,0.50,0.24,-4.70
0.11,-0.02,-2.31,0.50,0.24,-4.71
0.12,-0.04,-2.44,0.49,0.21,-5.35
0.12,-0.05,-2.55,0.49,0.20,-5.37
0.11,-0.09,-2.64,0.49,0.20,-5.39
0.13,-0.06,-2.74,0.49,0.20,-5.39
0.14,-0.07,-2.85,0.49,0.20,-5.40
0.14,-0.05,-2.96,0.49,0.20,-5.41
0.14,-0.04,-3.05,0.49,0.20,-5.42
0.13,-0.02,-3.16,0.49,0.11,-6.07
0.15,-0.01,-3.25,0.49,0.11,-6.08
0.12,-0.01,-3.36,0.49,0.11,-6.09
0.14,-0.00,-3.48,0.49,0.11,-6.10
0.14,-0.02,-3.63,0.49,0.11,-6.11
0.19,-0.04,-3.74,0.49,0.11,-6.12
0.19,-0.11,-3.82,0.49,0.10,-6.13
0.22,-0.14,-3.93,0.46,0.13,-6.76
0.24,-0.19,-4.03,0.46,0.13,-6.78
0.23,-0.20,-4.10,0.47,0.13,-6.79
0.24,-0.22,-4.17,0.47,0.13,-6.81
0.24,-0.24,-4.24,0.47,0.13,-6.82
0.24,-0.24,-4.28,0.47,0.13,-6.83
0.27,-0.21,-4.34,0.47,0.13,-6.84
0.25,-0.22,-4.37,0.60,0.02,-7.52
0.24,-0.22,-4.42,0.60,0.02,-7.53
0.25,-0.19,-4.46,0.60,0.02,-7.54
0.24,-0.16,-4.50,0.60,0.02,-7.55
0.23,-0.18,-4.54,0.60,0.01,-7.55
0.24,-0.17,-4.59,0.60,0.01,-7.56
0.25,-0.19,-4.64,0.60,0.01,-7.58
0.18,-0.23,-4.68,0.61,0.04,-7.94
0.17,-0.21,-4.69,0.61,0.04,-7.95
0.13,-0.25,-4.78,0.61,0.04,-7.96
0.14,-0.24,-4.82,0.61,0.04,-7.96
0.10,-0.21,-4.85,0.61,0.04,-7.96
0.10,-0.20,-4.87,0.61,0.04,-7.97
0.09,-0.20,-4.89,0.61,0.04,-7.97
0.07,-0.18,-4.91,0.55,0.03,-8.25
0.06,-0.17,-4.94,0.55,0.04,-8.26
0.05,-0.17,-4.96,0.54,0.04,-8.26
0.05,-0.15,-4.97,0.54,0.04,-8.27
0.05,-0.15,-4.99,0.54,0.04,-8.27
0.05,-0.12,-5.01,0.54,0.04,-8.27
0.02,-0.09,-5.03,0.54,0.04,-8.27
0.02,-0.09,-5.04,0.46,0.09,-8.38
0.03,-0.07,-5.08,0.46,0.09,-8.39
0.02,-0.06,-5.10,0.46,0.09,-8.39
0.00,-0.06,-5.14,0.46,0.09,-8.39
0.02,-0.03,-5.17,0.46,0.09,-8.39
0.04,-0.04,-5.19,0.46,0.09,-8.39
0.01,-0.03,-5.21,0.46,0.09,-8.39
-0.01,-0.02,-5.23,0.42,0.14,-8.52
-0.02,-0.02,-5.27,0.42,0.14,-8.52
0.00,-0.03,-5.30,0.42,0.14,-8.53
0.00,-0.04,-5.33,0.42,0.14,-8.53
-0.03,-0.05,-5.37,0.42,0.15,-8.53
0.02,-0.06,-5.42,0.42,0.15,-8.53
-0.02,-0.05,-5.46,0.42,0.15,-8.54
0.04,-0.01,-5.51,0.38,0.17,-8.69
0.04,-0.05,-5.59,0.38,0.17,-8.70
0.03,-0.05,-5.62,0.38,0.17,-8.70
0.02,-0.07,-5.65,0.38,0.17,-8.70
0.06,-0.08,-5.67,0.38,0.17,-8.71
0.09,-0.14,-5.71,0.38,0.17,-8.71
0.08,-0.16,-5.72,0.43,0.14,-8.98
0.07,-0.22,-5.74,0.43,0.13,-8.98
0.10,-0.21,-5.73,0.43,0.13,-8.99
0.06,-0.24,-5.74,0.44,0.13,-8.99
0.05,-0.27,-5.74,0.44,0.13,-8.99
0.01,-0.24,-5.72,0.44,0.12,-9.00
-0.01,-0.31,-5.75,0.44,0.12,-9.00
0.00,-0.20,-5.74,0.48,-0.01,-9.03
-0.01,-0.17,-5.75,0.47,-0.01,-9.03
0.01,-0.14,-5.75,0.47,-0.01,-9.03
-0.03,-0.16,-5.76,0.47,-0.01,-9.03
-0.04,-0.15,-5.77,0.47,-0.01,-9.03
-0.04,-0.15,-5.78,0.47,-0.01,-9.03
-0.06,-0.17,-5.79,0.47,-0.01,-9.03
-0.06,-0.15,-5.79,0.37,0.01,-9.05
-0.05,-0.14,-5.80,0.37,0.01,-9.05
-0.05,-0.13,-5.81,0.37,0.01,-9.05
-0.03,-0.11,-5.81,0.37,0.01,-9.05
-0.03,-0.08,-5.82,0.36,0.01,-9.05
-0.00,-0.05,-5.82,0.36,0.01,-9.05
-0.01,0.03,-5.82,0.36,0.01,-9.05
-0.01,0.06,-5.82,0.34,0.06,-9.10
0.01,0.14,-5.82,0.34,0.06,-9.10
0.01,0.19,-5.83,0.34,0.07,-9.10
0.01,0.26,-5.83,0.34,0.07,-9.10
0.02,0.34,-5.83,0.34,0.07,-9.10
0.04,0.37,-5.83,0.34,0.07,-9.10
0.06,0.46,-5.84,0.34,0.08,-9.11
0.07,0.56,-5.84,0.36,0.44,-9.11
0.05,0.65,-5.83,0.36,0.45,-9.11
0.06,0.74,-5.84,0.37,0.46,-9.11
0.05,0.88,-5.83,0.37,0.46,-9.11
0.04,0.95,-5.83,0.37,0.47,-9.11
0.04,1.03,-5.83,0.37,0.48,-9.11
0.04,1.14,-5.83,0.37,0.48,-9.11
0.04,1.24,-5.82,0.35,0.99,-9.12
0.04,1.39,-5.82,0.34,1.01,-9.13
-0.01,1.50,-5.82,0.34,1.02,-9.13
-0.00,1.62,-5.81,0.34,1.03,-9.13
-0.06,1.77,-5.80,0.34,1.04,-9.13
-0.10,1.97,-5.79,0.34,1.05,-9.13
-0.13,2.06,-5.78,0.34,1.06,-9.13
-0.16,2.39,-5.76,0.16,1.73,-9.18
-0.18,2.54,-5.76,0.15,1.75,-9.18
-0.17,2.69,-5.76,0.15,1.76,-9.18
-0.15,2.87,-5.74,0.15,1.77,-9.18
-0.14,3.06,-5.74,0.14,1.79,-9.18
-0.13,3.13,-5.74,0.13,1.81,-9.18
-0.09,3.37,-5.74,0.13,1.82,-9.18
-0.08,3.52,-5.74,-0.04,2.80,-9.10
-0.08,3.67,-5.75,-0.04,2.82,-9.10
-0.08,3.80,-5.74,-0.04,2.84,-9.10
-0.05,3.94,-5.74,-0.04,2.85,-9.10
-0.06,4.11,-5.76,-0.05,2.88,-9.10
-0.07,4.26,-5.75,-0.05,2.90,-9.10
-0.05,4.37,-5.74,-0.05,2.91,-9.10
-0.09,4.49,-5.74,-0.08,3.74,-9.11
-0.07,4.62,-5.74,-0.08,3.75,-9.11
-0.08,4.78,-5.73,-0.08,3.76,-9.11
-0.08,4.88,-5.73,-0.09,3.77,-9.11
-0.09,5.00,-5.73,-0.09,3.78,-9.11
-0.07,5.08,-5.73,-0.09,3.79,-9.11
-0.10,5.26,-5.72,-0.09,3.80,-9.11
-0.14,5.41,-5.72,-0.20,4.51,-9.11
-0.13,5.52,-5.72,-0.20,4.53,-9.11
-0.14,5.65,-5.72,-0.21,4.54,-9.11
-0.14,5.78,-5.72,-0.21,4.56,-9.11
-0.16,5.88,-5.73,-0.21,4.57,-9.10
-0.18,6.06,-5.72,-0.21,4.58,-9.10
-0.18,6.21,-5.72,-0.22,4.59,-9.10
-0.17,6.37,-5.71,-0.34,5.26,-9.08
-0.18,6.51,-5.71,-0.34,5.28,-9.08
-0.19,6.70,-5.71,-0.34,5.29,-9.08
-0.22,6.88,-5.71,-0.35,5.31,-9.08
-0.21,7.00,-5.71,-0.35,5.32,-9.08
-0.23,7.15,-5.73,-0.35,5.33,-9.08
-0.21,7.25,-5.73,-0.35,5.34,-9.09
-0.23,7.40,-5.75,-0.47,6.09,-9.02
-0.22,7.55,-5.76,-0.47,6.11,-9.02
-0.22,7.68,-5.77,-0.47,6.12,-9.02
-0.25,7.86,-5.80,-0.47,6.13,-9.02
-0.25,8.01,-5.82,-0.47,6.14,-9.02
-0.24,8.11,-5.83,-0.47,6.15,-9.02
-0.24,8.27,-5.86,-0.47,6.16,-9.02
-0.23,8.41,-5.88,-0.59,6.92,-8.97
-0.25,8.54,-5.89,-0.59,6.94,-8.97
-0.22,8.66,-5.92,-0.59,6.95,-8.97
-0.21,8.78,-5.93,-0.59,6.95,-8.97
-0.20,8.90,-5.96,-0.59,6.96,-8.97
-0.20,9.01,-5.96,-0.60,6.97,-8.97
-0.18,9.18,-5.98,-0.60,6.98,-8.97
-0.18,9.29,-6.00,-0.72,7.76,-9.02
-0.19,9.42,-6.00,-0.72,7.77,-9.02
-0.16,9.56,-6.01,-0.72,7.79,-9.02
-0.19,9.68,-6.02,-0.72,7.80,-9.02
-0.16,9.82,-6.04,-0.72,7.81,-9.02
-0.15,9.94,-6.06,-0.72,7.82,-9.02
-0.14,10.07,-6.08,-0.72,7.83,-9.02
-0.14,10.19,-6.10,-0.79,8.54,-9.01
-0.14,10.35,-6.13,-0.79,8.56,-9.00
-0.14,10.49,-6.15,-0.79,8.57,-9.00
-0.13,10.64,-6.18,-0.80,8.58,-9.00
-0.13,10.79,-6.20,-0.80,8.59,-9.00
-0.16,10.96,-6.24,-0.80,8.60,-9.00
-0.13,11.14,-6.26,-0.80,8.61,-9.00
-0.13,11.29,-6.28,-0.91,9.38,-8.99
-0.13,11.46,-6.32,-0.91,9.40,-8.99
-0.12,11.63,-6.35,-0.91,9.42,-8.99
-0.11,11.72,-6.37,-0.92,9.43,-8.99
-0.11,11.83,-6.39,-0.92,9.46,-8.99
-0.10,11.94,-6.39,-0.92,9.46,-8.99
-0.09,11.98,-6.41,-0.92,9.48,-8.99
-0.06,12.29,-6.44,-1.07,10.32,-9.09
-0.08,12.39,-6.46,-1.07,10.33,-9.09
-0.07,12.47,-6.47,-1.07,10.34,-9.09
-0.07,12.53,-6.48,-1.07,10.35,-9.09
-0.06,12.56,-6.49,-1.07,10.37,-9.09
-0.06,12.61,-6.49,-1.08,10.38,-9.09
-0.05,12.67,-6.51,-1.08,10.38,-9.09
-0.04,12.74,-6.52,-1.14,10.91,-9.09
-0.02,12.77,-6.53,-1.14,10.92,-9.09
-0.04,12.83,-6.54,-1.14,10.92,-9.10
-0.04,12.87,-6.56,-1.14,10.93,-9.10
-0.04,12.92,-6.57,-1.14,10.93,-9.10
-0.01,12.98,-6.58,-1.14,10.94,-9.10
-0.02,13.02,-6.59,-1.14,10.94,-9.10
-0.00,13.13,-6.60,-1.17,11.17,-9.13
-0.02,13.25,-6.62,-1.17,11.18,-9.13
-0.04,13.34,-6.63,-1.17,11.19,-9.13
-0.02,13.41,-6.63,-1.17,11.20,-9.14
-0.08,13.49,-6.64,-1.17,11.20,-9.14
-0.04,13.58,-6.65,-1.17,11.21,-9.14
-0.06,13.65,-6.66,-1.24,11.62,-9.14
-0.06,13.73,-6.67,-1.24,11.63,-9.14
-0.09,13.81,-6.67,-1.24,11.64,-9.14
-0.08,13.88,-6.68,-1.25,11.64,-9.14
-0.08,13.93,-6.70,-1.25,11.65,-9.14
-0.08,13.98,-6.70,-1.25,11.65,-9.14
-0.09,14.02,-6.71,-1.25,11.66,-9.14
-0.09,14.10,-6.72,-1.36,12.11,-9.13
-0.07,14.15,-6.73,-1.36,12.12,-9.13
-0.07,14.21,-6.74,-1.36,12.13,-9.13
-0.09,14.30,-6.76,-1.37,12.13,-9.13
-0.08,14.35,-6.78,-1.37,12.14,-9.13
-0.08,14.42,-6.78,-1.37,12.14,-9.13
-0.08,14.48,-6.80,-1.37,12.15,-9.13
-0.09,14.56,-6.82,-1.44,12.47,-9.13
-0.10,14.64,-6.83,-1.44,12.48,-9.14
-0.09,14.69,-6.83,-1.45,12.49,-9.14
-0.09,14.75,-6.84,-1.45,12.49,-9.14
-0.10,14.82,-6.84,-1.45,12.50,-9.14
-0.09,14.86,-6.84,-1.45,12.50,-9.14
-0.12,14.94,-6.85,-1.45,12.50,-9.14
-0.12,15.00,-6.85,-1.52,12.88,-9.20
-0.13,15.05,-6.85,-1.52,12.88,-9.20
-0.12,15.14,-6.85,-1.52,12.89,-9.20
-0.13,15.19,-6.86,-1.52,12.89,-9.20
-0.14,15.22,-6.86,-1.52,12.90,-9.20
-0.14,15.25,-6.87,-1.52,12.91,-9.20
-0.14,15.26,-6.87,-1.52,12.92,-9.20
-0.14,15.28,-6.87,-1.57,13.22,-9.19
-0.14,15.29,-6.88,-1.57,13.22,-9.19
-0.15,15.31,-6.89,-1.57,13.23,-9.19
-0.15,15.33,-6.89,-1.57,13.23,-9.19
-0.15,15.35,-6.90,-1.57,13.23,-9.19
-0.16,15.36,-6.90,-1.57,13.23,-9.19
-0.15,15.38,-6.91,-1.57,13.23,-9.19
-0.16,15.40,-6.92,-1.59,13.32,-9.19
-0.16,15.42,-6.92,-1.60,13.32,-9.19
-0.17,15.44,-6.92,-1.60,13.32,-9.19
-0.16,15.46,-6.93,-1.60,13.32,-9.19
-0.18,15.47,-6.93,-1.60,13.32,-9.19
-0.17,15.49,-6.93,-1.60,13.33,-9.19
-0.17,15.50,-6.94,-1.60,13.33,-9.19
-0.17,15.51,-6.94,-1.62,13.42,-9.19
-0.17,15.52,-6.95,-1.62,13.42,-9.19
-0.18,15.53,-6.96,-1.62,13.42,-9.19
-0.18,15.53,-6.97,-1.62,13.42,-9.19
-0.18,15.54,-6.97,-1.62,13.43,-9.19
-0.17,15.55,-6.98,-1.62,13.43,-9.18
-0.18,15.54,-7.00,-1.62,13.43,-9.18
-0.17,15.56,-7.00,-1.63,13.48,-9.16
-0.15,15.57,-7.01,-1.63,13.48,-9.16
-0.12,15.56,-7.02,-1.63,13.49,-9.16
-0.10,15.57,-7.02,-1.63,13.49,-9.16
-0.08,15.58,-7.02,-1.63,13.49,-9.16
-0.05,15.58,-7.03,-1.63,13.49,-9.16
-0.02,15.57,-7.03,-1.63,13.49,-9.17
0.02,15.57,-7.04,-1.57,13.53,-9.22
0.04,15.58,-7.04,-1.57,13.53,-9.22
0.11,15.59,-7.03,-1.57,13.53,-9.22
0.16,15.59,-7.04,-1.57,13.53,-9.22
0.22,15.59,-7.04,-1.56,13.53,-9.22
0.29,15.60,-7.03,-1.56,13.53,-9.22
0.34,15.59,-7.04,-1.56,13.53,-9.22
0.44,15.61,-7.04,-1.33,13.58,-9.22
0.55,15.62,-7.04,-1.32,13.58,-9.22
0.63,15.61,-7.05,-1.32,13.58,-9.22
0.69,15.61,-7.04,-1.31,13.58,-9.22
0.79,15.62,-7.05,-1.31,13.59,-9.22
0.86,15.62,-7.04,-1.31,13.59,-9.22
0.97,15.64,-7.05,-1.30,13.59,-9.22
1.07,15.62,-7.05,-0.84,13.68,-9.22
